,program_quality,resources_teaching,digital_assessment
0,0.3661989858271995,0.3661989858271995,0.3661989858271995
1,0.3661989858271995,0.3661989858271995,0.3661989858271995
2,0.3661989858271995,0.3661989858271995,0.3661989858271995
3,0.3661989858271995,0.3661989858271995,0.3661989858271995
4,0.3661989858271995,0.3661989858271995,0.3661989858271995
5,0.3661989858271995,0.3661989858271995,0.3661989858271995
6,0.3661989858271995,0.3661989858271995,0.3661989858271995
7,0.3661989858271995,0.3661989858271995,0.3661989858271995
8,0.3661989858271995,0.3661989858271995,0.3661989858271995
9,0.3661989858271995,0.3661989858271995,0.3661989858271995
10,0.3661989858271995,0.3661989858271995,0.3661989858271995
11,0.3661989858271995,0.3661989858271995,0.3661989858271995
12,0.3661989858271995,0.3661989858271995,0.3661989858271995
13,0.3661989858271995,0.3661989858271995,0.3661989858271995
14,0.3661989858271995,0.3661989858271995,0.3661989858271995
15,0.3661989858271995,0.3661989858271995,0.3661989858271995
16,0.3661989858271995,0.3661989858271995,0.3661989858271995
17,0.3661989858271995,0.3661989858271995,0.3661989858271995
18,0.3661989858271995,0.3661989858271995,0.3661989858271995
19,0.3661989858271995,0.3661989858271995,0.3661989858271995
20,0.3661989858271995,0.3661989858271995,0.3661989858271995
21,0.3661989858271995,0.3661989858271995,0.3661989858271995
22,0.3661989858271995,0.3661989858271995,0.3661989858271995
23,0.3661989858271995,0.3661989858271995,0.3661989858271995
24,0.3661989858271995,0.3661989858271995,0.3661989858271995
25,0.3661989858271995,0.3661989858271995,0.3661989858271995
26,0.3661989858271995,0.3661989858271995,0.3661989858271995
27,0.3661989858271995,0.3661989858271995,0.3661989858271995
28,0.3661989858271995,0.3661989858271995,0.3661989858271995
29,0.3661989858271995,0.3661989858271995,0.3661989858271995
30,0.3661989858271995,0.3661989858271995,0.3661989858271995
31,0.3661989858271995,0.3661989858271995,0.3661989858271995
32,0.3661989858271995,0.3661989858271995,0.3661989858271995
33,0.3661989858271995,0.3661989858271995,0.3661989858271995
34,0.3661989858271995,0.3661989858271995,0.3661989858271995
35,0.3661989858271995,0.3661989858271995,0.3661989858271995
36,0.3661989858271995,0.3661989858271995,0.3661989858271995
37,0.3661989858271995,0.3661989858271995,0.3661989858271995
38,0.3661989858271995,0.3661989858271995,0.3661989858271995
39,0.3661989858271995,0.3661989858271995,0.3661989858271995
40,0.3661989858271995,0.3661989858271995,0.3661989858271995
41,0.3661989858271995,0.3661989858271995,0.3661989858271995
42,0.3661989858271995,0.3661989858271995,0.3661989858271995
43,0.3661989858271995,0.3661989858271995,0.3661989858271995
44,0.3661989858271995,0.3661989858271995,0.3661989858271995
45,0.3661989858271995,0.3661989858271995,0.3661989858271995
46,0.3661989858271995,0.3661989858271995,0.3661989858271995
47,0.3661989858271995,0.3661989858271995,0.3661989858271995
48,0.3661989858271995,0.3661989858271995,0.3661989858271995
49,0.3661989858271995,0.3661989858271995,0.3661989858271995
50,0.3661989858271995,0.3661989858271995,0.3661989858271995
51,0.3661989858271995,0.3661989858271995,0.3661989858271995
